iter	Passed	Remaining
482	1580	1692
483	1583	1688
484	1585	1683
485	1588	1679
486	1590	1675
487	1592	1670
488	1594	1666
489	1596	1661
490	1598	1656
491	1599	1651
492	1601	1646
493	1602	1641
494	1607	1639
495	1614	1640
496	1619	1639
497	1622	1635
498	1626	1632
499	1629	1629
500	1631	1625
501	1634	1621
502	1637	1617
503	1639	1613
504	1641	1608
505	1643	1604
506	1645	1599
507	1646	1594
508	1652	1594
509	1660	1594
510	1663	1591
511	1666	1588
512	1669	1585
513	1672	1581
514	1674	1577
515	1677	1573
516	1679	1568
517	1681	1564
518	1683	1559
519	1685	1555
520	1686	1550
521	1687	1545
522	1689	1540
523	1691	1536
524	1695	1534
525	1703	1534
526	1708	1533
527	1712	1530
528	1715	1527
529	1718	1523
530	1720	1519
531	1723	1515
532	1725	1511
533	1727	1507
534	1729	1503
535	1731	1498
536	1733	1494
537	1734	1489
538	1741	1489
539	1747	1488
540	1751	1485
541	1754	1482
542	1757	1478
543	1759	1474
544	1761	1470
545	1764	1466
546	1765	1462
547	1768	1458
548	1771	1454
549	1772	1450
550	1774	1446
551	1776	1441
552	1777	1436
553	1778	1432
554	1780	1427
555	1782	1423
556	1791	1424
557	1798	1424
558	1803	1423
559	1806	1419
560	1809	1415
561	1811	1411
562	1813	1407
563	1815	1403
564	1817	1399
565	1819	1394
566	1820	1390
567	1822	1386
568	1824	1381
569	1825	1377
570	1827	1372
571	1836	1373
572	1839	1370
573	1842	1367
574	1846	1364
575	1848	1360
576	1850	1356
577	1853	1353
578	1855	1348
579	1857	1344
580	1858	1340
581	1860	1336
582	1861	1331
583	1863	1327
584	1872	1328
585	1876	1325
586	1879	1322
587	1882	1318
588	1884	1315
589	1887	1311
590	1889	1307
591	1891	1303
592	1893	1299
593	1895	1295
594	1897	1291
595	1898	1286
596	1899	1282
597	1901	1278
598	1902	1273
599	1904	1269
600	1905	1265
601	1907	1260
602	1908	1256
603	1910	1252
604	1916	1251
605	1922	1250
606	1927	1247
607	1930	1244
608	1933	1241
609	1936	1237
610	1938	1234
611	1940	1230
612	1943	1226
613	1944	1222
614	1946	1218
615	1948	1214
616	1950	1210
617	1952	1206
618	1953	1202
619	1955	1198
620	1956	1194
621	1958	1190
622	1961	1186
623	1968	1186
624	1974	1184
625	1977	1181
626	1979	1177
627	1982	1174
628	1985	1171
629	1988	1167
630	1990	1164
631	1992	1160
632	1994	1156
633	1996	1152
634	1998	1148
635	1999	1144
636	2001	1140
637	2002	1136
638	2004	1132
639	2005	1128
640	2007	1124
641	2012	1122
642	2018	1120
643	2023	1118
644	2027	1115
645	2030	1112
646	2032	1109
647	2035	1105
648	2037	1101
649	2039	1098
650	2041	1094
651	2043	1090
652	2045	1086
653	2047	1082
654	2048	1078
655	2050	1075
656	2051	1071
657	2053	1067
658	2054	1063
659	2055	1059
660	2062	1057
661	2069	1056
662	2073	1053
663	2076	1050
664	2079	1047
665	2082	1044
666	2084	1040
667	2087	1037
668	2089	1033
669	2090	1029
670	2092	1026
671	2094	1022
672	2096	1018
673	2097	1014
674	2099	1010
675	2101	1007
676	2102	1003
677	2104	999
678	2110	997
679	2116	996
680	2120	993
681	2123	990
682	2127	987
683	2129	983
684	2131	980
685	2134	976
686	2136	973
687	2138	969
688	2140	966
689	2142	962
690	2143	958
691	2145	954
692	2146	951
693	2148	947
694	2149	943
695	2151	939
696	2155	937
697	2163	936
698	2168	933
699	2171	930
700	2174	927
701	2177	924
702	2179	920
703	2182	917
704	2184	914
705	2185	910
706	2187	906
707	2189	903
708	2191	899
709	2193	895
710	2194	892
711	2196	888
712	2197	884
713	2199	880
714	2209	880
715	2214	878
716	2218	875
717	2221	872
718	2224	869
719	2227	866
720	2229	862
721	2232	859
722	2234	856
723	2236	852
724	2238	848
725	2240	845
726	2241	841
727	2243	838
728	2244	834
729	2246	830
730	2253	829
731	2258	826
732	2261	823
733	2264	820
734	2267	817
735	2269	813
736	2271	810
737	2273	807
738	2275	803
739	2276	799
740	2278	796
741	2280	793
742	2282	789
743	2283	785
744	2285	782
745	2287	778
746	2288	775
747	2293	772
748	2300	771
749	2305	768
750	2308	765
751	2311	762
752	2314	759
753	2316	755
754	2319	752
755	2321	749
756	2323	745
757	2325	742
758	2327	739
759	2329	735
760	2331	732
761	2332	728
762	2333	724
763	2335	721
764	2337	717
765	2338	714
766	2341	711
767	2349	709
768	2353	707
769	2356	704
770	2360	701
771	2362	697
772	2365	694
773	2367	691
774	2369	687
775	2371	684
776	2373	681
777	2375	677
778	2377	674
779	2378	670
780	2379	667
781	2381	663
782	2383	660
783	2384	656
784	2393	655
785	2398	653
786	2402	650
787	2405	647
788	2409	644
789	2411	641
790	2414	637
791	2416	634
792	2418	631
793	2420	627
794	2422	624
795	2424	621
796	2425	617
797	2427	614
798	2428	610
799	2430	607
800	2431	604
801	2433	600
802	2439	598
803	2445	596
804	2450	593
805	2454	590
806	2457	587
807	2459	584
808	2462	581
809	2464	578
810	2467	574
811	2469	571
812	2470	568
813	2472	565
814	2474	561
815	2476	558
816	2477	554
817	2478	551
818	2480	548
819	2481	544
820	2485	541
821	2493	539
822	2498	537
823	2501	534
824	2505	531
825	2507	528
826	2510	525
827	2512	521
828	2515	518
829	2516	515
830	2518	512
831	2520	509
832	2522	505
833	2524	502
834	2525	499
835	2527	495
836	2528	492
837	2530	489
838	2534	486
839	2541	484
840	2546	481
841	2549	478
842	2553	475
843	2555	472
844	2558	469
845	2560	466
846	2562	462
847	2564	459
848	2566	456
849	2568	453
850	2570	450
851	2571	446
852	2573	443
853	2574	440
854	2576	436
855	2577	433
856	2582	430
857	2589	428
858	2594	425
859	2597	422
860	2601	419
861	2603	416
862	2606	413
863	2608	410
864	2610	407
865	2612	404
866	2614	401
867	2616	397
868	2618	394
869	2619	391
870	2621	388
871	2622	385
872	2624	381
873	2625	378
874	2627	375
875	2630	372
876	2638	370
877	2643	367
878	2645	364
879	2648	361
880	2651	358
881	2653	355
882	2655	351
883	2658	348
884	2660	345
885	2661	342
886	2663	339
887	2665	336
888	2667	333
889	2668	329
890	2670	326
891	2672	323
892	2673	320
893	2675	317
894	2684	314
895	2689	312
896	2692	309
897	2695	306
898	2698	303
899	2700	300
900	2702	296
901	2704	293
902	2707	290
903	2709	287
904	2710	284
905	2712	281
906	2714	278
907	2716	275
908	2717	272
909	2719	268
910	2720	265
911	2721	262
912	2723	259
913	2732	257
914	2736	254
915	2740	251
916	2743	248
917	2746	245
918	2748	242
919	2750	239
920	2752	236
921	2754	232
922	2756	229
923	2757	226
924	2759	223
925	2761	220
926	2762	217
927	2764	214
928	2768	211
929	2776	208
930	2780	206
931	2782	203
932	2785	200
933	2787	196
934	2789	193
935	2791	190
936	2793	187
937	2795	184
938	2797	181
939	2799	178
940	2801	175
941	2803	172
942	2804	169
943	2806	166
944	2808	163
945	2809	160
946	2811	157
947	2812	154
948	2822	151
949	2827	148
950	2830	145
951	2833	142
952	2837	139
953	2839	136
954	2841	133
955	2844	130
956	2846	127
957	2847	124
958	2849	121
959	2851	118
960	2853	115
961	2855	112
962	2856	109
963	2858	106
964	2859	103
965	2861	100
966	2870	97
967	2875	95
968	2879	92
969	2882	89
970	2885	86
971	2887	83
972	2889	80
973	2892	77
974	2894	74
975	2896	71
976	2897	68
977	2899	65
978	2901	62
979	2902	59
980	2904	56
981	2905	53
982	2907	50
983	2908	47
984	2912	44
985	2919	41
986	2925	38
987	2928	35
988	2931	32
989	2934	29
990	2936	26
991	2939	23
992	2941	20
993	2943	17
994	2945	14
995	2947	11
996	2949	8
997	2951	5
998	2952	2
999	2954	0
